Receipt,Date,Description,Client,Staff,Quantity,Amount,GST,PST,mes_nome,mes_n,dia_nome,dia_n
1661,2018-07-24,Women's hair cut,KUKH01,BECKY,1,80.0,4.0,6.4,July,7,Tuesday,1
1662,2018-07-24,Women's hair cut,CLAJ01,JJ,1,102.0,5.1,8.16,July,7,Tuesday,1
1663,2018-07-24,Color touch up,CLAM01,JOANNE,1,70.0,3.5,5.6,July,7,Tuesday,1
1665,2018-07-24,Men's hair cut,ABL*01,BECKY,1,30.0,1.5,2.4,July,7,Tuesday,1
1665,2018-07-24,Men's hair cut,ND01,BECKY,1,30.0,1.5,2.4,July,7,Tuesday,1
1666,2018-07-24,Men's hair cut,BORJ01,JJ,1,60.0,3.0,4.8,July,7,Tuesday,1
1667,2018-07-24,Men's hair cut,TRUA02,KELLY,1,35.0,1.75,2.8,July,7,Tuesday,1
1667,2018-07-24,Men's hair cut,TRUA01,JJ,1,40.0,2.0,3.2,July,7,Tuesday,1
1668,2018-07-24,Consultation,BISS01,BECKY,1,0.0,0.0,0.0,July,7,Tuesday,1
1669,2018-07-24,PO strength cure sh 250ml,WALK_IN,JJ,1,30.73,1.5365,2.4584,July,7,Tuesday,1
167,2018-04-11,Women's hair cut,RUTA01,JJ,1,92.0,4.6,7.36,April,4,Wednesday,2
167,2018-04-11,Accent lights and color,RUTA01,KELLY,1,80.0,4.0,6.4,April,4,Wednesday,2
1671,2018-07-24,Men's hair cut,DAS*01,KELLY,1,35.0,1.75,2.8,July,7,Tuesday,1
1672,2018-07-24,Men's hair cut,BROS02,BECKY,1,50.0,2.5,4.0,July,7,Tuesday,1
1674,2018-07-24,Blowdry,CARK01,KELLY,1,35.0,1.75,2.8,July,7,Tuesday,1
1675,2018-07-24,Men's hair cut,GIEC01,JJ,1,60.0,3.0,4.8,July,7,Tuesday,1
1676,2018-07-25,Color touch up,RUTA01,JOANNE,1,60.0,3.0,4.8,July,7,Wednesday,2
1676,2018-07-25,Women's hair cut,RUTA01,JJ,1,92.0,4.6,7.36,July,7,Wednesday,2
1677,2018-07-25,Women's hair cut,GARJ02,JJ,1,82.0,4.1,6.56,July,7,Wednesday,2
1679,2018-07-25,Men's hair cut,ATLB01,KELLY,1,35.0,1.75,2.8,July,7,Wednesday,2
168,2018-04-11,Women's hair cut,SPRK01,JJ,1,82.0,4.1,6.56,April,4,Wednesday,2
1681,2018-07-25,Men's hair cut,COLJ01,JJ,1,0.0,0.0,0.0,July,7,Wednesday,2
1683,2018-07-25,Women's hair cut,RADP01,KELLY,1,55.0,2.75,4.4,July,7,Wednesday,2
1684,2018-07-25,Women's hair cut,KRAS01,KELLY,1,55.0,2.75,4.4,July,7,Wednesday,2
1685,2018-07-25,Women's hair cut,NEEL01,JJ,1,102.0,5.1,8.16,July,7,Wednesday,2
1685,2018-07-25,Color touch up,NEEL01,JOANNE,1,70.0,3.5,5.6,July,7,Wednesday,2
1686,2018-07-25,Blowdry,DOWR01,TANYA,1,35.0,1.75,2.8,July,7,Wednesday,2
1687,2018-07-25,Color touch up,BENC01,JOANNE,1,70.0,3.5,5.6,July,7,Wednesday,2
1688,2018-07-25,Blowdry,LAIA01,KELLY,1,55.0,2.75,4.4,July,7,Wednesday,2
1689,2018-07-25,Women's hair cut,GAGC01,JJ,1,102.0,5.1,8.16,July,7,Wednesday,2
169,2018-04-11,Men's hair cut,TRAJ01,JJ,1,40.0,2.0,3.2,April,4,Wednesday,2
1690,2018-07-25,Blowdry,MOOJ01,KELLY,1,55.0,2.75,4.4,July,7,Wednesday,2
1691,2018-07-25,Color touch up,GA01,TANYA,1,45.0,2.25,3.6,July,7,Wednesday,2
1691,2018-07-25,Blowdry,GA01,TANYA,1,15.0,0.75,1.2,July,7,Wednesday,2
1692,2018-07-25,Men's hair cut,MCLI01,JJ,1,60.0,3.0,4.8,July,7,Wednesday,2
1693,2018-07-25,Consultation,WOOJ01,JJ,1,0.0,0.0,0.0,July,7,Wednesday,2
1693,2018-07-25,Consultation,WOOJ01,JOANNE,1,0.0,0.0,0.0,July,7,Wednesday,2
1694,2018-07-26,Women's hair cut,GOOA02,BECKY,1,60.0,3.0,4.8,July,7,Thursday,3
1695,2018-07-26,Men's hair cut,SCHJ02,JJ,1,20.0,1.0,1.6,July,7,Thursday,3
1696,2018-07-26,Blowdry,SIRM01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1697,2018-07-26,Blowdry,HILJ01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1698,2018-07-26,Men's hair cut,BRAN01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1699,2018-07-26,Men's hair cut,LYNG01,JJ,1,60.0,3.0,4.8,July,7,Thursday,3
17,2018-03-16,Men's hair cut,STEH01,JJ,1,40.0,2.0,3.2,March,3,Friday,4
170,2018-04-11,Women's hair cut,BROA01,SINEAD,1,70.0,3.5,5.6,April,4,Wednesday,2
1701,2018-07-26,Blowdry,COLG01,JJ,1,52.0,2.6,4.16,July,7,Thursday,3
1702,2018-07-26,Men's hair cut,MACR01,JJ,1,40.0,2.0,3.2,July,7,Thursday,3
1702,2018-07-26,Children (under 12),MACT02,JJ,1,32.0,1.6,2.56,July,7,Thursday,3
1707,2018-07-26,Men's hair cut,SMIL01,JJ,1,40.0,2.0,3.2,July,7,Thursday,3
1708,2018-07-26,Women's hair cut,SMIC01,BECKY,1,80.0,4.0,6.4,July,7,Thursday,3
1709,2018-07-26,Shu ultimae remedy masque200,WALK_IN,JJ,1,59.4,2.97,4.752,July,7,Thursday,3
171,2018-04-11,Women's hair cut,KIMF01,JJ,1,82.0,4.1,6.56,April,4,Wednesday,2
1711,2018-07-26,Blowdry,WEEJ01,JJ,1,32.0,1.6,2.56,July,7,Thursday,3
1712,2018-07-26,Women's hair cut,SKUT01,BECKY,1,80.0,4.0,6.4,July,7,Thursday,3
1713,2018-07-26,Men's hair cut,THOD01,JJ,1,60.0,3.0,4.8,July,7,Thursday,3
1714,2018-07-26,Women's hair cut,SCOL01,BECKY,1,80.0,4.0,6.4,July,7,Thursday,3
1715,2018-07-26,Men's hair cut,MAKM01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1716,2018-07-26,Men's hair cut,VERD01,KELLY,1,55.0,2.75,4.4,July,7,Thursday,3
1717,2018-07-26,Color correction,TASR01,JOANNE,1,205.0,10.25,16.4,July,7,Thursday,3
1717,2018-07-26,Smart Bond,TASR01,JOANNE,1,25.0,1.25,2.0,July,7,Thursday,3
1718,2018-07-26,Men's hair cut,JONC01,BECKY,1,50.0,2.5,4.0,July,7,Thursday,3
1719,2018-07-26,Blowdry,MILJ01,JJ,1,32.0,1.6,2.56,July,7,Thursday,3
172,2018-04-11,Women's hair cut,GREN01,SINEAD,1,70.0,3.5,5.6,April,4,Wednesday,2
1720,2018-07-26,Women's hair cut,CAYK01,KELLY,1,75.0,3.75,6.0,July,7,Thursday,3
1720,2018-07-26,Treatments 1,CAYK01,TANYA,1,20.0,1.0,1.6,July,7,Thursday,3
1720,2018-07-26,Color full color,CAYK01,JOANNE,1,85.0,4.25,6.8,July,7,Thursday,3
1721,2018-07-27,Women's hair cut,GRIF01,JJ,1,92.0,4.6,7.36,July,7,Friday,4
1721,2018-07-27,Color touch up,GRIF01,JOANNE,1,60.0,3.0,4.8,July,7,Friday,4
1722,2018-07-27,Blowdry,SKUD01,BECKY,1,50.0,2.5,4.0,July,7,Friday,4
1723,2018-07-27,Men's hair cut,JAMM01,BECKY,1,30.0,1.5,2.4,July,7,Friday,4
1725,2018-07-27,Women's hair cut,THIA01,KELLY,1,55.0,2.75,4.4,July,7,Friday,4
1727,2018-07-27,accent lights,LEAS01,JOANNE,1,125.0,6.25,10.0,July,7,Friday,4
1728,2018-07-27,Women's hair cut,CHMY01,BECKY,1,80.0,4.0,6.4,July,7,Friday,4
1729,2018-07-27,Men's hair cut,DUFD01,JJ,1,60.0,3.0,4.8,July,7,Friday,4
1730,2018-07-27,Blowdry,JONE01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1730,2018-07-27,Balayage,JONE01,KELLY,1,170.0,8.5,13.6,July,7,Friday,4
1730,2018-07-27,Treatments 1,JONE01,KELLY,2,50.0,2.5,4.0,July,7,Friday,4
1730,2018-07-27,Color toner,JONE01,KELLY,1,45.0,2.25,3.6,July,7,Friday,4
1731,2018-07-27,Men's hair cut,MERM01,BECKY,1,50.0,2.5,4.0,July,7,Friday,4
1732,2018-07-27,Men's hair cut,SCHJ01,JJ,1,60.0,3.0,4.8,July,7,Friday,4
1732,2018-07-27,Men's camo color,SCHJ01,JJ,1,45.0,2.25,3.6,July,7,Friday,4
1733,2018-07-27,Women's hair cut,LOSC01,KELLY,1,55.0,2.75,4.4,July,7,Friday,4
1734,2018-07-27,Women's hair cut,LYOH01,BECKY,1,80.0,4.0,6.4,July,7,Friday,4
1735,2018-07-27,Women's hair cut,MARR01,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1735,2018-07-27,AG Cloud 107ml,MARR01,JJ,1,23.4,1.17,1.872,July,7,Friday,4
1735,2018-07-27,Elchim diffuser,MARR01,JJ,1,40.0,2.0,3.2,July,7,Friday,4
1736,2018-07-27,Men's hair cut,STEL02,BECKY,1,50.0,2.5,4.0,July,7,Friday,4
1737,2018-07-27,Blowdry,KENJ01,KELLY,1,35.0,1.75,2.8,July,7,Friday,4
1738,2018-07-27,Highlights partial,LINM01,JOANNE,1,160.0,8.0,12.8,July,7,Friday,4
1738,2018-07-27,Women's hair cut,LINM01,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1739,2018-07-27,Men's hair cut,PN01,KELLY,1,55.0,2.75,4.4,July,7,Friday,4
174,2018-04-11,Men's hair cut,POTR01,JJ,1,60.0,3.0,4.8,April,4,Wednesday,2
1740,2018-07-27,Women's hair cut,MCKT01,BECKY,1,80.0,4.0,6.4,July,7,Friday,4
1741,2018-07-27,Women's hair cut,KUCM02,JJ,1,102.0,5.1,8.16,July,7,Friday,4
1743,2018-07-27,Blow dry bundle 5+1,CHUJ01,HOUSE,1,250.0,12.5,20.0,July,7,Friday,4
1744,2018-07-27,Blowdry,WOOD02,JJ,1,52.0,2.6,4.16,July,7,Friday,4
1745,2018-07-27,Consultation,ZIMJ01,JJ,1,0.0,0.0,0.0,July,7,Friday,4
1746,2018-07-28,Women's hair cut,COAJ01,BECKY,1,70.0,3.5,5.6,July,7,Saturday,5
1746,2018-07-28,Highlights half head and color,COAJ01,JOANNE,1,140.0,7.0,11.2,July,7,Saturday,5
1747,2018-07-28,Women's hair cut,HOC01,KELLY,1,65.0,3.25,5.2,July,7,Saturday,5
1747,2018-07-28,Color toner,HOC01,KELLY,1,35.0,1.75,2.8,July,7,Saturday,5
1748,2018-07-28,Women's hair cut,TOLM01,KELLY,1,55.0,2.75,4.4,July,7,Saturday,5
1749,2018-07-28,Blowdry,KELR01,BECKY,1,5.0,0.25,0.4,July,7,Saturday,5
175,2018-04-11,Women's hair cut,ARRM01,JJ,1,82.0,4.1,6.56,April,4,Wednesday,2
1750,2018-07-28,Dry updo,KELA01,JJ,1,82.0,4.1,6.56,July,7,Saturday,5
1752,2018-07-28,Men's hair cut,BOTN01,BECKY,1,50.0,2.5,4.0,July,7,Saturday,5
1753,2018-07-28,Highlights partial,RUMJ02,JOANNE,1,160.0,8.0,12.8,July,7,Saturday,5
1754,2018-07-28,Women's hair cut,JOYA01,BECKY,1,60.0,3.0,4.8,July,7,Saturday,5
1755,2018-07-28,Men's hair cut,IRWE01,BECKY,1,50.0,2.5,4.0,July,7,Saturday,5
1755,2018-07-28,Color touch up,IRWE01,JOANNE,1,70.0,3.5,5.6,July,7,Saturday,5
1757,2018-07-28,Women's hair cut,KOMK01,KELLY,1,55.0,2.75,4.4,July,7,Saturday,5
1758,2018-07-28,Blowdry,DD01,KELLY,1,35.0,1.75,2.8,July,7,Saturday,5
1761,2018-07-28,Blowdry,NELT01,BECKY,1,50.0,2.5,4.0,July,7,Saturday,5
1762,2018-07-28,accent lights,BURT01,JOANNE,1,45.0,2.25,3.6,July,7,Saturday,5
1762,2018-07-28,Men's hair cut,BURT01,JJ,1,60.0,3.0,4.8,July,7,Saturday,5
1763,2018-07-28,Blowdry,PERB01,JJ,1,32.0,1.6,2.56,July,7,Saturday,5
1764,2018-07-28,Blowdry,NEML01,JJ,1,32.0,1.6,2.56,July,7,Saturday,5
1765,2018-07-28,Color full color,MARM01,JOANNE,1,85.0,4.25,6.8,July,7,Saturday,5
1766,2018-07-28,Blowdry,BROS01,BECKY,1,50.0,2.5,4.0,July,7,Saturday,5
1767,2018-07-28,Consultation,SARK01,JOANNE,1,0.0,0.0,0.0,July,7,Saturday,5
1768,2018-07-29,Men's hair cut,APTM01,JJ,1,30.0,1.5,2.4,July,7,Sunday,6
1769,2018-07-29,Men's hair cut,SPIJ01,BECKY,1,50.0,2.5,4.0,July,7,Sunday,6
177,2018-04-11,Women's hair cut,DACJ01,SINEAD,1,70.0,3.5,5.6,April,4,Wednesday,2
1770,2018-07-29,Men's hair cut,KOOM02,JJ,1,40.0,0.0,3.2,July,7,Sunday,6
1772,2018-07-29,Men's hair cut,ALIA01,BECKY,1,50.0,2.5,4.0,July,7,Sunday,6
178,2018-04-11,Women's hair cut,HENI01,JJ,1,82.0,4.1,6.56,April,4,Wednesday,2
179,2018-04-11,Men's hair cut,POOD01,SINEAD,1,35.0,1.75,2.8,April,4,Wednesday,2
180,2018-04-12,Women's hair cut,ESKR01,JJ,1,82.0,4.1,6.56,April,4,Thursday,3
181,2018-04-12,Women's hair cut,BOWV01,JJ,1,82.0,4.1,6.56,April,4,Thursday,3
